SeverityLabel,ProductName,Description,ResourceTypes,ResourceIds
MEDIUM,aws/securityhub,This control checks whether an Auto Scaling group spans multiple Availability Zones. The control fails if an Auto Scaling group does not span multiple availability zones.,AwsAutoScalingAutoScalingGroup,arn:aws:autoscaling:us-east-1:997075698610:autoScalingGroup:aab446a0-e61c-4c58-bdc9-c3b9ecffe13c:autoScalingGroupName/handson-asg
HIGH,aws/securityhub,This control checks whether EC2 instances have a public IP address. The control fails if the publicIp field is present in the EC2 instance configuration item. This control applies to IPv4 addresses only.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-05a95a32fd30cbca7
HIGH,aws/securityhub,This control checks whether EC2 instances have a public IP address. The control fails if the publicIp field is present in the EC2 instance configuration item. This control applies to IPv4 addresses only.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-095a46a2aaf6c51f7
INFORMATIONAL,aws/securityhub,This control evaluates if CloudWatch alarm actions are enabled. The control fails if the alarm action is in the disabled state. ,AwsCloudWatchAlarm,arn:aws:cloudwatch:us-east-1:997075698610:alarm:TargetTracking-handson-asg-AlarmHigh-d790e111-6bb4-44ee-a5f1-7275ac562abf
MEDIUM,aws/securityhub,This control checks whether Application Load Balancers are associated with an AWS WAF web ACL. The control fails if the Enabled field for the WAF configuration is set to false.,AwsElbv2LoadBalancer,arn:aws:elasticloadbalancing:us-east-1:997075698610:loadbalancer/app/handson-asg/fd2dee4417aceac2
MEDIUM,aws/securityhub,This control checks whether the Application Load Balancer and the Classic Load Balancer have logging enabled. The control fails if the access_logs.s3.enabled is false.,AwsElbv2LoadBalancer,arn:aws:elasticloadbalancing:us-east-1:997075698610:loadbalancer/app/handson-asg/fd2dee4417aceac2
MEDIUM,aws/securityhub,This control checks whether an Application Load Balancer has deletion protection enabled. The control fails if deletion protection is not configured.,AwsElbv2LoadBalancer,arn:aws:elasticloadbalancing:us-east-1:997075698610:loadbalancer/app/handson-asg/fd2dee4417aceac2
HIGH,aws/securityhub,This control evaluates if CloudWatch alarm actions are enabled. The control fails if the alarm action is in the disabled state. ,AwsCloudWatchAlarm,arn:aws:cloudwatch:us-east-1:997075698610:alarm:TargetTracking-handson-asg-AlarmHigh-d790e111-6bb4-44ee-a5f1-7275ac562abf
INFORMATIONAL,aws/securityhub,This AWS control checks whether the status of the AWS Systems Manager association compliance is COMPLIANT or NON_COMPLIANT after the association is executed on an instance.,AwsSsmAssociationCompliance,arn:aws:ssm:us-east-1:997075698610:associationcompliance/AWS::SSM::ManagedInstanceInventory/i-095a46a2aaf6c51f7
HIGH,aws/securityhub,This control checks whether EC2 instances have a public IP address. The control fails if the publicIp field is present in the EC2 instance configuration item. This control applies to IPv4 addresses only.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-095a46a2aaf6c51f7
HIGH,aws/securityhub,This control checks whether EC2 instances have a public IP address. The control fails if the publicIp field is present in the EC2 instance configuration item. This control applies to IPv4 addresses only.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-05a95a32fd30cbca7
MEDIUM,aws/securityhub,This control checks whether the Application Load Balancer and the Classic Load Balancer have logging enabled. The control fails if the access_logs.s3.enabled is false.,AwsElbv2LoadBalancer,arn:aws:elasticloadbalancing:us-east-1:997075698610:loadbalancer/app/handson-asg/fd2dee4417aceac2
LOW,aws/securityhub,This AWS control checks whether the status of the AWS Systems Manager association compliance is COMPLIANT or NON_COMPLIANT after the association is executed on an instance.,AwsSsmAssociationCompliance,arn:aws:ssm:us-east-1:997075698610:associationcompliance/AWS::SSM::ManagedInstanceInventory/i-095a46a2aaf6c51f7
MEDIUM,aws/securityhub,This control checks if S3 Event Notifications are enabled on an S3 bucket. This control fails if S3 Event Notifications are not enabled on a bucket.,AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
INFORMATIONAL,aws/securityhub,"This control checks whether the S3 bucket policy allows sensitive bucket-level or object-level actions from a principal in another AWS account. The control fails if any of the following actions are allowed in the S3 bucket policy for a principal in another AWS account: s3:DeleteBucketPolicy, s3:PutBucketAcl, s3:PutBucketPolicy, s3:PutObjectAcl, and s3:PutEncryptionConfiguration.",AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
INFORMATIONAL,aws/securityhub,"This AWS control checks whether your S3 buckets allow public read access by evaluating the Block Public Access settings, the bucket policy, and the bucket access control list (ACL).",AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
MEDIUM,aws/securityhub,This AWS control checks whether S3 buckets have policies that require requests to use Secure Socket Layer (SSL).,AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
MEDIUM,aws/securityhub,This control checks if S3 Event Notifications are enabled on an S3 bucket. This control fails if S3 Event Notifications are not enabled on a bucket.,AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
MEDIUM,aws/securityhub,This control checks if an Amazon S3 Bucket has server access logging enabled to a chosen target bucket.,AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
CRITICAL,aws/securityhub,"This AWS control checks whether your S3 buckets allow public read access by evaluating the Block Public Access settings, the bucket policy, and the bucket access control list (ACL).",AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
MEDIUM,aws/securityhub,This AWS control checks whether S3 buckets have policies that require requests to use Secure Socket Layer (SSL).,AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
MEDIUM,aws/securityhub,This control checks if an Amazon S3 Bucket has server access logging enabled to a chosen target bucket.,AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
LOW,aws/securityhub,This AWS control checks whether S3 buckets have cross-region replication enabled.,AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
HIGH,aws/securityhub,"This control checks whether the S3 bucket policy allows sensitive bucket-level or object-level actions from a principal in another AWS account. The control fails if any of the following actions are allowed in the S3 bucket policy for a principal in another AWS account: s3:DeleteBucketPolicy, s3:PutBucketAcl, s3:PutBucketPolicy, s3:PutObjectAcl, and s3:PutEncryptionConfiguration.",AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
LOW,aws/securityhub,This control checks if a lifecycle policy is configured for an S3 bucket. This control fails if the lifecycle policy is not configured for an S3 bucket.,AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
INFORMATIONAL,aws/securityhub,This control checks if S3 buckets allow user permissions via access control lists (ACLs). This control fails if ACLs are configured for user access on S3 Bucket.,AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
LOW,aws/securityhub,This AWS control checks whether S3 buckets have cross-region replication enabled.,AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
LOW,aws/securityhub,This control checks if a lifecycle policy is configured for an S3 bucket. This control fails if the lifecycle policy is not configured for an S3 bucket.,AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
MEDIUM,aws/securityhub,This control checks if an Amazon S3 bucket has been configured to use Object Lock. The control fails if the S3 bucket isn't configured to use Object Lock.,AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
LOW,aws/securityhub,This control evaluates if versioning is enabled for your S3 buckets. This control fails if versioning is not enabled for a bucket.,AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
INFORMATIONAL,aws/securityhub,"This control checks if Amazon S3 buckets have bucket level public access blocks applied. This control fails if any of the bucket level settings are set to ""false"" public: ignorePublicAcls, blockPublicPolicy, blockPublicAcls, restrictPublicBuckets.",AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
MEDIUM,aws/securityhub,This control checks if S3 buckets allow user permissions via access control lists (ACLs). This control fails if ACLs are configured for user access on S3 Bucket.,AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
INFORMATIONAL,aws/securityhub,"This AWS control checks whether your S3 buckets allow public write access by evaluating the Block Public Access settings, the bucket policy, and the bucket access control list (ACL).",AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
MEDIUM,aws/securityhub,This control checks if an Amazon S3 bucket is encrypted with an AWS KMS key (SSE-KMS). The control fails if an S3 bucket is encrypted with default encryption (SSE-S3).,AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
LOW,aws/securityhub,This control evaluates if versioning is enabled for your S3 buckets. This control fails if versioning is not enabled for a bucket.,AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
MEDIUM,aws/securityhub,This control checks if an Amazon S3 bucket has been configured to use Object Lock. The control fails if the S3 bucket isn't configured to use Object Lock.,AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
CRITICAL,aws/securityhub,"This AWS control checks whether your S3 buckets allow public write access by evaluating the Block Public Access settings, the bucket policy, and the bucket access control list (ACL).",AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
HIGH,aws/securityhub,"This control checks if Amazon S3 buckets have bucket level public access blocks applied. This control fails if any of the bucket level settings are set to ""false"" public: ignorePublicAcls, blockPublicPolicy, blockPublicAcls, restrictPublicBuckets.",AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
MEDIUM,aws/securityhub,This control checks if an Amazon S3 bucket is encrypted with an AWS KMS key (SSE-KMS). The control fails if an S3 bucket is encrypted with default encryption (SSE-S3).,AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
LOW,aws/securityhub,This control checks whether an Amazon CloudFront distribution is configured with an origin group that has 2 or more origins.,AwsCloudFrontDistribution,arn:aws:cloudfront::997075698610:distribution/E1HFBXZ4VCLVF0
LOW,aws/securityhub,This control checks whether an Amazon CloudFront distribution is configured with an origin group that has 2 or more origins.,AwsCloudFrontDistribution,arn:aws:cloudfront::997075698610:distribution/E1HFBXZ4VCLVF0
MEDIUM,aws/securityhub,This control checks if CloudFront distributions are using the default SSL/TLS certificate CloudFront provides instead of a custom one. This control fails for a CloudFront distribution if it uses the default SSL/TLS certificate.,AwsCloudFrontDistribution,arn:aws:cloudfront::997075698610:distribution/E1HFBXZ4VCLVF0
CRITICAL,aws/securityhub,This control checks whether an Amazon CloudFront distribution is configured to return a specific object that is the default root object. The control fails if the CloudFront distribution does not have a default root object configured.,AwsCloudFrontDistribution,arn:aws:cloudfront::997075698610:distribution/E1HFBXZ4VCLVF0
MEDIUM,aws/securityhub,This control checks if CloudFront distributions are using the default SSL/TLS certificate CloudFront provides instead of a custom one. This control fails for a CloudFront distribution if it uses the default SSL/TLS certificate.,AwsCloudFrontDistribution,arn:aws:cloudfront::997075698610:distribution/E1HFBXZ4VCLVF0
INFORMATIONAL,aws/securityhub,This control checks whether an Amazon CloudFront distribution with an Amazon S3 origin has origin access control (OAC) configured. The control fails if OAC isn't configured.,AwsCloudFrontDistribution,arn:aws:cloudfront::997075698610:distribution/E1HFBXZ4VCLVF0
MEDIUM,aws/securityhub,This control checks whether an Amazon CloudFront distribution with an Amazon S3 origin has origin access control (OAC) configured. The control fails if OAC isn't configured.,AwsCloudFrontDistribution,arn:aws:cloudfront::997075698610:distribution/E1HFBXZ4VCLVF0
MEDIUM,aws/securityhub,This control checks to see if server access logging is enabled on Amazon CloudFront Distributions. The control will fail if access logging is not enabled for the distribution.,AwsCloudFrontDistribution,arn:aws:cloudfront::997075698610:distribution/E1HFBXZ4VCLVF0
CRITICAL,aws/securityhub,This control checks whether an Amazon CloudFront distribution is configured to return a specific object that is the default root object. The control fails if the CloudFront distribution does not have a default root object configured.,AwsCloudFrontDistribution,arn:aws:cloudfront::997075698610:distribution/E1HFBXZ4VCLVF0
MEDIUM,aws/securityhub,This control checks to see if Amazon CloudFront distributions are associated with either WAF or WAFv2 web ACLs. The control fails if a CloudFront distribution is not associated with a web ACL.,AwsCloudFrontDistribution,arn:aws:cloudfront::997075698610:distribution/E1HFBXZ4VCLVF0
MEDIUM,aws/securityhub,This control checks to see if server access logging is enabled on Amazon CloudFront Distributions. The control will fail if access logging is not enabled for the distribution.,AwsCloudFrontDistribution,arn:aws:cloudfront::997075698610:distribution/E1HFBXZ4VCLVF0
MEDIUM,aws/securityhub,This control checks to see if Amazon CloudFront distributions are associated with either WAF or WAFv2 web ACLs. The control fails if a CloudFront distribution is not associated with a web ACL.,AwsCloudFrontDistribution,arn:aws:cloudfront::997075698610:distribution/E1HFBXZ4VCLVF0
INFORMATIONAL,aws/securityhub,"This control checks whether an Amazon CloudFront distribution requires viewers to use HTTPS directly, or whether it uses redirection. The control fails if ViewerProtocolPolicy is set to allow-all for defaultCacheBehavior or for cacheBehaviors.",AwsCloudFrontDistribution,arn:aws:cloudfront::997075698610:distribution/E1HFBXZ4VCLVF0
LOW,aws/securityhub,This control checks if Amazon CloudFront distributions are using a custom SSL/TLS certificate and are configured to use SNI to serve HTTPS requests as opposed to dedicated IP address.,AwsCloudFrontDistribution,arn:aws:cloudfront::997075698610:distribution/E1HFBXZ4VCLVF0
MEDIUM,aws/securityhub,"This control checks whether an Amazon CloudFront distribution requires viewers to use HTTPS directly, or whether it uses redirection. The control fails if ViewerProtocolPolicy is set to allow-all for defaultCacheBehavior or for cacheBehaviors.",AwsCloudFrontDistribution,arn:aws:cloudfront::997075698610:distribution/E1HFBXZ4VCLVF0
LOW,aws/securityhub,This control checks if Amazon CloudFront distributions are using a custom SSL/TLS certificate and are configured to use SNI to serve HTTPS requests as opposed to dedicated IP address.,AwsCloudFrontDistribution,arn:aws:cloudfront::997075698610:distribution/E1HFBXZ4VCLVF0
INFORMATIONAL,aws/securityhub,This control checks whether Application Load Balancers are associated with an AWS WAF web ACL. The control fails if the Enabled field for the WAF configuration is set to false.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,"This control evaluates AWS Application Load Balancers (ALB) to ensure they are configured to drop http headers. By default, ALBs are not configured to drop invalid http header values. This control evaluates all ALBs fails if the attribute value of routing.http.drop_invalid_header_fields.enabled is set to false.",AwsAccount,AWS::::Account:997075698610
MEDIUM,aws/securityhub,This AWS control checks whether the EBS volumes that are in an attached state are encrypted.,AwsEc2Volume,arn:aws:ec2:us-east-1:997075698610:volume/vol-0329de44da0761cd9
MEDIUM,aws/securityhub,This AWS control checks whether the EBS volumes that are in an attached state are encrypted.,AwsEc2Volume,arn:aws:ec2:us-east-1:997075698610:volume/vol-0329de44da0761cd9
INFORMATIONAL,aws/securityhub,This AWS control checks whether HTTP to HTTPS redirection is configured on all HTTP listeners of Application Load Balancers. The control will fail if one or more HTTP listeners of Application Load Balancers do not have HTTP to HTTPS redirection configured.,AwsAccount,AWS::::Account:997075698610
MEDIUM,aws/macie,"The bucket policy for the S3 bucket was changed to allow the bucket to be shared with an Amazon CloudFront origin access identity (OAI), origin access control (OAC), or both.",AwsS3Bucket,arn:aws:s3:::brightkeycloud-static-assets
INFORMATIONAL,aws/securityhub,This control checks to see if server access logging is enabled on Amazon CloudFront Distributions. The control will fail if access logging is not enabled for the distribution.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks if CloudFront distributions are using the default SSL/TLS certificate CloudFront provides instead of a custom one. This control fails for a CloudFront distribution if it uses the default SSL/TLS certificate.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether an Amazon CloudFront distribution with an Amazon S3 origin has origin access control (OAC) configured. The control fails if OAC isn't configured.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,"This control checks whether an Amazon CloudFront distribution requires viewers to use HTTPS directly, or whether it uses redirection. The control fails if ViewerProtocolPolicy is set to allow-all for defaultCacheBehavior or for cacheBehaviors.",AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks to see if Amazon CloudFront distributions are associated with either WAF or WAFv2 web ACLs. The control fails if a CloudFront distribution is not associated with a web ACL.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks if Amazon CloudFront distributions are using a custom SSL/TLS certificate and are configured to use SNI to serve HTTPS requests as opposed to dedicated IP address.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether an Amazon CloudFront distribution is configured with an origin group that has 2 or more origins.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether an Amazon CloudFront distribution is configured to return a specific object that is the default root object. The control fails if the CloudFront distribution does not have a default root object configured.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks to see if Amazon EC2 instance uses multiple ENI/EFA. This control will pass if single network adapters is used.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-01cc9d823a1759c77
INFORMATIONAL,aws/securityhub,This AWS control checks whether the Amazon EC2 instances in your account are managed by AWS Systems Manager.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-01cc9d823a1759c77
LOW,aws/securityhub,This control checks to see if Amazon EC2 instance uses multiple ENI/EFA. This control will pass if single network adapters is used.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-01cc9d823a1759c77
INFORMATIONAL,aws/securityhub,This control checks whether the virtualization type of an EC2 instance is paravirtual. The control fails for an EC2 instance if ‘virtualizationType’ is set to ‘paravirtual’.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-01cc9d823a1759c77
MEDIUM,aws/securityhub,This control checks whether the virtualization type of an EC2 instance is paravirtual. The control fails for an EC2 instance if ‘virtualizationType’ is set to ‘paravirtual’.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-01cc9d823a1759c77
HIGH,aws/securityhub,This control checks whether EC2 instances have a public IP address. The control fails if the publicIp field is present in the EC2 instance configuration item. This control applies to IPv4 addresses only.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-01cc9d823a1759c77
HIGH,aws/securityhub,This control checks whether EC2 instances have a public IP address. The control fails if the publicIp field is present in the EC2 instance configuration item. This control applies to IPv4 addresses only.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-01cc9d823a1759c77
MEDIUM,aws/securityhub,This AWS control checks whether the Amazon EC2 instances in your account are managed by AWS Systems Manager.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-01cc9d823a1759c77
INFORMATIONAL,aws/securityhub,This control checks whether your Amazon Elastic Compute Cloud (Amazon EC2) instance metadata version is configured with Instance Metadata Service Version 2 (IMDSv2). The control passes if HttpTokens is set to required for IMDSv2. The control fails if HttpTokens is set to optional.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-01cc9d823a1759c77
HIGH,aws/securityhub,This control checks whether your Amazon Elastic Compute Cloud (Amazon EC2) instance metadata version is configured with Instance Metadata Service Version 2 (IMDSv2). The control passes if HttpTokens is set to required for IMDSv2. The control fails if HttpTokens is set to optional.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-01cc9d823a1759c77
INFORMATIONAL,aws/securityhub,This AWS control checks whether the status of the AWS Systems Manager association compliance is COMPLIANT or NON_COMPLIANT after the association is executed on an instance.,AwsSsmAssociationCompliance,arn:aws:ssm:us-east-1:997075698610:associationcompliance/AWS::SSM::ManagedInstanceInventory/i-01cc9d823a1759c77
LOW,aws/securityhub,This AWS control checks whether the status of the AWS Systems Manager association compliance is COMPLIANT or NON_COMPLIANT after the association is executed on an instance.,AwsSsmAssociationCompliance,arn:aws:ssm:us-east-1:997075698610:associationcompliance/AWS::SSM::ManagedInstanceInventory/i-01cc9d823a1759c77
INFORMATIONAL,aws/securityhub,This control evaluates if CloudWatch alarm actions are enabled. The control fails if the alarm action is in the disabled state. ,AwsCloudWatchAlarm,arn:aws:cloudwatch:us-east-1:997075698610:alarm:TargetTracking-handson-asg-AlarmLow-7a0c5239-f5c4-4e79-862f-f7db897c02c2
HIGH,aws/securityhub,This control evaluates if CloudWatch alarm actions are enabled. The control fails if the alarm action is in the disabled state. ,AwsCloudWatchAlarm,arn:aws:cloudwatch:us-east-1:997075698610:alarm:TargetTracking-handson-asg-AlarmLow-7a0c5239-f5c4-4e79-862f-f7db897c02c2
INFORMATIONAL,aws/securityhub,This control checks if CloudWatch alarms have at least one action configured for the ALARM state. The control fails if the alarm does not have an action configured for the ALARM state.,AwsCloudWatchAlarm,arn:aws:cloudwatch:us-east-1:997075698610:alarm:TargetTracking-handson-asg-AlarmLow-7a0c5239-f5c4-4e79-862f-f7db897c02c2
HIGH,aws/securityhub,This control checks if CloudWatch alarms have at least one action configured for the ALARM state. The control fails if the alarm does not have an action configured for the ALARM state.,AwsCloudWatchAlarm,arn:aws:cloudwatch:us-east-1:997075698610:alarm:TargetTracking-handson-asg-AlarmLow-7a0c5239-f5c4-4e79-862f-f7db897c02c2
INFORMATIONAL,aws/securityhub,This control checks whether an Amazon EC2 Auto Scaling group is created from an EC2 launch template. This control fails if an Amazon EC2 Auto Scaling group is not created with a launch template or if a launch template is not specified in a mixed instances policy.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether an Auto Scaling group spans multiple Availability Zones. The control fails if an Auto Scaling group does not span multiple availability zones.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether an Amazon EC2 Auto Scaling group uses multiple instance types. This control fails if the Amazon EC2 Auto Scaling group has only one instance type defined.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,"This control checks whether RSA certificates managed by AWS Certificate Manager use a key length of at least 2,048 bits. The control fails if the key length is smaller than 2,048 bits.",AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether the Application Load Balancer is configured with defensive or strictest de-sync mitigation mode. This control fails if the Application Load Balancer is not configured with defensive or strictest desync mitigation mode.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether an Application Load Balancer has deletion protection enabled. The control fails if deletion protection is not configured.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,"This control checks whether an Elastic Load Balancer V2 (Application, Network, or Gateway Load Balancer) has registered instances from multiple Availability Zones. The control fails if an Elastic Load Balancer V2 has instances registered in less than 2 Availability Zones.",AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether the Application Load Balancer and the Classic Load Balancer have logging enabled. The control fails if the access_logs.s3.enabled is false.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control evaluates if Amazon EBS volumes are in backup plans. The control fails if an Amazon EBS volume is not in a backup plan.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This AWS control checks whether the status of the AWS Systems Manager association compliance is COMPLIANT or NON_COMPLIANT after the association is executed on an instance.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether EC2 instances have a public IP address. The control fails if the publicIp field is present in the EC2 instance configuration item. This control applies to IPv4 addresses only.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks to see if Amazon EC2 instance uses multiple ENI/EFA. This control will pass if single network adapters is used.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether your Amazon Elastic Compute Cloud (Amazon EC2) instance metadata version is configured with Instance Metadata Service Version 2 (IMDSv2). The control passes if HttpTokens is set to required for IMDSv2. The control fails if HttpTokens is set to optional.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This AWS control checks whether the EBS volumes that are in an attached state are encrypted.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This AWS control checks whether the Amazon EC2 instances in your account are managed by AWS Systems Manager.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether the virtualization type of an EC2 instance is paravirtual. The control fails for an EC2 instance if ‘virtualizationType’ is set to ‘paravirtual’.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This AWS control checks that your Amazon S3 bucket either has Amazon S3 default encryption enabled or that the S3 bucket policy explicitly denies put-object requests without server side encryption.,AwsS3Bucket,arn:aws:s3:::elasticbeanstalk-us-east-1-997075698610
INFORMATIONAL,aws/securityhub,This AWS control checks that your Amazon S3 bucket either has Amazon S3 default encryption enabled or that the S3 bucket policy explicitly denies put-object requests without server side encryption.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prere-rarchivelogsbucket-12sxau8zdewb
INFORMATIONAL,aws/securityhub,This AWS control checks that your Amazon S3 bucket either has Amazon S3 default encryption enabled or that the S3 bucket policy explicitly denies put-object requests without server side encryption.,AwsS3Bucket,arn:aws:s3:::brightkey-test-public-bucket
INFORMATIONAL,aws/securityhub,This AWS control checks that your Amazon S3 bucket either has Amazon S3 default encryption enabled or that the S3 bucket policy explicitly denies put-object requests without server side encryption.,AwsS3Bucket,arn:aws:s3:::cf-templates-mdos4lpfty0-us-east-1
MEDIUM,aws/securityhub,This control checks if an Amazon S3 Bucket has server access logging enabled to a chosen target bucket.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-testbucket
INFORMATIONAL,aws/securityhub,This AWS control checks that security groups are attached to Amazon EC2 instances or to an elastic network interface. The control will fail the security group is not associated with an Amazon EC2 instance or an elastic network interface.,AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-029f39d3c09297c6e
INFORMATIONAL,aws/securityhub,This AWS control checks that your Amazon S3 bucket either has Amazon S3 default encryption enabled or that the S3 bucket policy explicitly denies put-object requests without server side encryption.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-configs3bucket-10a0qiydy7qnz
MEDIUM,aws/securityhub,This AWS control checks whether S3 buckets have policies that require requests to use Secure Socket Layer (SSL).,AwsS3Bucket,arn:aws:s3:::brightkey-handson-testbucket
LOW,aws/securityhub,This control evaluates if Amazon EBS volumes are in backup plans. The control fails if an Amazon EBS volume is not in a backup plan.,AwsEc2Volume,arn:aws:ec2:us-east-1:997075698610:volume/vol-020be622a8af9e5ee
MEDIUM,aws/securityhub,This AWS control checks that security groups are attached to Amazon EC2 instances or to an elastic network interface. The control will fail the security group is not associated with an Amazon EC2 instance or an elastic network interface.,AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-02e48181dc62c6b89
INFORMATIONAL,aws/securityhub,This AWS control checks that your Amazon S3 bucket either has Amazon S3 default encryption enabled or that the S3 bucket policy explicitly denies put-object requests without server side encryption.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-configs3bucket-6p9n9v402es9
INFORMATIONAL,aws/securityhub,This AWS control checks that your Amazon S3 bucket either has Amazon S3 default encryption enabled or that the S3 bucket policy explicitly denies put-object requests without server side encryption.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-ctrails3bucket-1arnbyhkmb5m7
INFORMATIONAL,aws/securityhub,"This control checks whether RSA certificates managed by AWS Certificate Manager use a key length of at least 2,048 bits. The control fails if the key length is smaller than 2,048 bits.",AwsCertificateManagerCertificate,arn:aws:acm:us-east-1:997075698610:certificate/29bb65fb-b0dc-4b02-b8e9-3a52ecd74fdb
INFORMATIONAL,aws/securityhub,"This control checks whether RSA certificates managed by AWS Certificate Manager use a key length of at least 2,048 bits. The control fails if the key length is smaller than 2,048 bits.",AwsCertificateManagerCertificate,arn:aws:acm:us-east-1:997075698610:certificate/0e39c4b2-43ba-4836-a89f-c142f1d3a95b
INFORMATIONAL,aws/securityhub,This AWS control checks that your Amazon S3 bucket either has Amazon S3 default encryption enabled or that the S3 bucket policy explicitly denies put-object requests without server side encryption.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prere-rarchivelogsbucket-18pp9lx8efvny
INFORMATIONAL,aws/securityhub,This AWS control checks that your Amazon S3 bucket either has Amazon S3 default encryption enabled or that the S3 bucket policy explicitly denies put-object requests without server side encryption.,AwsS3Bucket,arn:aws:s3:::brightkey-cloudtrail-write-demo
